leftside,rightside,support
ö,e,0.2168885191347754
ö, ,0.2168885191347754
t,ö,0.21680532445923462
ö,r,0.21680532445923462
ö,n,0.21672212978369385
a,ö,0.21672212978369385
i,ö,0.21672212978369385
ö,",",0.21672212978369385
ö,l,0.21663893510815307
ö,o,0.2165557404326123
s,ö,0.21647254575707156
1,é,0.21630615640599002
ö,d,0.21622296173044925
ö,h,0.21605657237936773
u,ö,0.21605657237936773
ö,k,0.21605657237936773
M,ö,0.21605657237936773
c,ö,0.21580698835274542
g,ö,0.21572379367720465
m,ö,0.21572379367720465
S,ö,0.21555740432612314
ö,A,0.21555740432612314
y,ö,0.21555740432612314
C,ö,0.21505823627287854
ö,T,0.21505823627287854
ö,b,0.21505823627287854
ö,D,0.21472545757071548
ö,v,0.21455906821963394
ö,B,0.21447587354409317
ö,p,0.21430948419301166
ö,P,0.21430948419301166
V,4,0.21414309484193012
ö,L,0.21397670549084857
ö,R,0.21397670549084857
J,ö,0.213477537437604
é,3,0.21331114808652246
ö,G,0.21289517470881864
3,Q,0.2127287853577371
f,ö,0.2124792013311148
ö,F,0.2124792013311148
x,4,0.21239600665557404
&,4,0.21239600665557404
ö,K,0.21222961730449252
H,ö,0.2119800332778702
.,4,0.21156405990016638
X,Q,0.2114808652246256
ö,w,0.2113144758735441
ö,E,0.21123128119800333
N,ö,0.21098169717138104
ö,O,0.2108153078202995
ö,W,0.20948419301164725
q,X,0.2091514143094842
q,3,0.2086522462562396
3,2,0.20848585690515806
z,ö,0.20740432612312812
I,ö,0.206738768718802
5,3,0.20632279534109818
8,',0.2057404326123128
4,Y,0.20557404326123127
ö,V,0.2040765391014975
é,X,0.20399334442595674
X,2,0.20349417637271214
ö,&,0.2024126455906822
x,ö,0.2021630615640599
1,3,0.2021630615640599
5,X,0.2012479201331115
-,4,0.20049916805324458
U,4,0.19675540765391014
j,4,0.1961730449251248
.,ö,0.1959234608985025
8,3,0.19525790349417638
a,á,0.1951747088186356
n,á,0.19509151414309484
",",á,0.19500831946755406
á, ,0.19492512479201332
á,r,0.19492512479201332
e,á,0.19475873544093178
o,á,0.19475873544093178
i,á,0.19475873544093178
s,á,0.194675540765391
l,á,0.194675540765391
t,á,0.1945091514143095
d,á,0.19434276206322795
S,á,0.19434276206322795
M,á,0.19425956738768718
m,á,0.1941763727121464
0,2,0.19409317803660567
u,á,0.19409317803660567
c,á,0.19409317803660567
h,á,0.1940099833610649
j,ö,0.19384359400998336
g,á,0.19367720465890184
y,á,0.1935108153078203
C,á,0.19342762063227953
L,á,0.19326123128119801
P,á,0.19309484193011647
A,á,0.19309484193011647
R,á,0.19309484193011647
J,á,0.1930116472545757
v,á,0.1928452579034942
B,á,0.1928452579034942
D,á,0.1928452579034942
á,T,0.19276206322795342
ö,Y,0.19259567387687188
p,á,0.19259567387687188
b,á,0.1925124792013311
Z,4,0.19242928452579036
k,á,0.19226289517470882
G,á,0.19217970049916805
F,á,0.19193011647254576
5,0,0.1915973377703827
E,á,0.19126455906821963
1,!,0.19118136439267888
z,á,0.1910981697171381
f,á,0.1901830282861897
8,2,0.18951747088186355
K,á,0.18926788685524126
N,á,0.18910149750415972
O,á,0.1889351081530782
H,á,0.18876871880199667
w,á,0.18735440931780367
I,á,0.1872712146422629
',4,0.1867720465890183
t,7,0.18643926788685525
7, ,0.18643926788685525
a,7,0.18643926788685525
",",7,0.18643926788685525
e,7,0.18643926788685525
V,á,0.18643926788685525
l,7,0.18643926788685525
h,7,0.18635607321131448
7,o,0.18635607321131448
i,7,0.18635607321131448
n,7,0.18635607321131448
s,7,0.18635607321131448
7,r,0.18635607321131448
u,7,0.1862728785357737
B,7,0.18618968386023294
7,T,0.18618968386023294
c,7,0.1861064891846922
d,7,0.18602329450915142
S,7,0.18594009983361065
y,7,0.18585690515806988
m,7,0.18585690515806988
Q,0,0.18585690515806988
k,7,0.1857737104825291
W,á,0.1857737104825291
C,7,0.18569051580698837
M,7,0.18569051580698837
g,7,0.1856073211314476
D,7,0.18544093178036605
A,7,0.18535773710482528
p,7,0.18535773710482528
+,l,0.18494176372712146
+,n,0.18494176372712146
L,7,0.18494176372712146
+,e,0.18494176372712146
+,r,0.18494176372712146
+,h,0.18494176372712146
+,o,0.18494176372712146
i,+,0.18494176372712146
c,+,0.18494176372712146
a,+,0.18494176372712146
+, ,0.18494176372712146
+,T,0.18494176372712146
q,0,0.1848585690515807
R,7,0.1848585690515807
M,+,0.1848585690515807
P,7,0.1848585690515807
+,",",0.1848585690515807
v,7,0.18477537437603994
b,7,0.18477537437603994
s,+,0.18469217970049917
t,+,0.1846089850249584
+,F,0.1846089850249584
F,7,0.18452579034941763
ö,-,0.18452579034941763
J,7,0.18444259567387689
+,d,0.18444259567387689
G,7,0.18435940099833611
g,+,0.18419301164725457
u,+,0.18419301164725457
y,+,0.18419301164725457
H,7,0.1841098169717138
m,+,0.1841098169717138
B,+,0.18402662229617303
+,A,0.1839434276206323
C,+,0.18377703826955075
f,7,0.18369384359400998
+,k,0.18352745424292846
+,D,0.18352745424292846
+,p,0.18352745424292846
S,+,0.1834442595673877
!,3,0.18336106489184692
+,P,0.18336106489184692
+,R,0.18336106489184692
w,7,0.18327787021630615
N,7,0.18319467554076538
K,7,0.18319467554076538
+,L,0.1829450915141431
W,7,0.18277870216306155
E,7,0.18277870216306155
+,b,0.18252911813643927
7,O,0.18252911813643927
J,+,0.18211314475873544
+,v,0.18211314475873544
+,G,0.18202995008319467
U,ö,0.18202995008319467
+,K,0.18161397670549084
+,E,0.18144758735440933
x,á,0.18136439267886856
f,+,0.18119800332778702
Z,ö,0.18119800332778702
I,7,0.18119800332778702
+,O,0.18086522462562396
+,w,0.1807820299500832
&,á,0.1805324459234609
H,+,0.1802828618968386
N,+,0.18011647254575708
z,7,0.1800332778702163
é,0,0.17986688851913477
+,W,0.17961730449251248
1,0,0.17878535773710483
8,Q,0.17878535773710483
V,7,0.178369384359401
8,5,0.17795341098169717
z,+,0.1778702163061564
I,+,0.17770382695507486
1,X,0.17653910149750415
/,t,0.17645590682196338
/,",",0.17645590682196338
/, ,0.17645590682196338
s,/,0.17645590682196338
/,o,0.17645590682196338
i,/,0.17645590682196338
/,n,0.17645590682196338
a,/,0.17645590682196338
/,e,0.17645590682196338
/,h,0.17645590682196338
/,r,0.17637271214642264
/,d,0.17637271214642264
/,l,0.17637271214642264
u,/,0.17637271214642264
c,/,0.17628951747088187
x,7,0.17628951747088187
&,7,0.1762063227953411
m,/,0.17612312811980033
C,/,0.17603993344425956
S,/,0.1759567387687188
M,/,0.1759567387687188
/,y,0.17587354409317804
/,B,0.17587354409317804
g,/,0.17587354409317804
/,D,0.1757071547420965
e,9,0.17562396006655573
a,9,0.17562396006655573
9, ,0.17562396006655573
",",9,0.17562396006655573
l,9,0.17562396006655573
n,9,0.17562396006655573
o,9,0.17562396006655573
r,9,0.17562396006655573
/,A,0.17562396006655573
/,R,0.17562396006655573
s,9,0.17554076539101499
/,b,0.17554076539101499
i,9,0.17554076539101499
t,9,0.17545757071547421
/,T,0.17545757071547421
/,P,0.17537437603993344
d,9,0.17537437603993344
!,X,0.17529118136439267
/,p,0.17529118136439267
h,9,0.17529118136439267
T,9,0.1752079866888519
u,9,0.17512479201331116
/,L,0.1750415973377704
/,k,0.1750415973377704
c,9,0.1750415973377704
/,v,0.17495840266222962
+,&,0.17487520798668885
S,9,0.17479201331114808
y,9,0.17479201331114808
B,9,0.17479201331114808
/,G,0.17470881863560733
J,/,0.17470881863560733
x,+,0.17470881863560733
k,9,0.17470881863560733
m,9,0.17462562396006656
A,9,0.17462562396006656
.,á,0.1745424292845258
D,9,0.1745424292845258
g,9,0.17437603993344425
M,9,0.1742928452579035
C,9,0.1742928452579035
+,V,0.17412645590682196
á,Y,0.1740432612312812
p,9,0.1740432612312812
1,8,0.1740432612312812
H,/,0.17396006655574042
/,E,0.17396006655574042
R,9,0.17387687188019968
b,9,0.17387687188019968
/,F,0.17387687188019968
L,9,0.17387687188019968
f,/,0.1737936772046589
é,8,0.17371048252911814
N,/,0.17371048252911814
P,9,0.17371048252911814
v,9,0.17362728785357737
F,9,0.17346089850249585
ö,',0.17346089850249585
G,9,0.17312811980033277
/,w,0.17312811980033277
J,9,0.17296173044925126
/,K,0.17287853577371048
/,O,0.1727953410981697
.,7,0.17229617304492512
K,9,0.17229617304492512
f,9,0.17229617304492512
O,9,0.1721297836938436
H,9,0.17204658901830283
z,/,0.1718801996672213
j,á,0.1718801996672213
E,9,0.171630615640599
N,9,0.17129783693843595
W,9,0.17121464226289518
w,9,0.1711314475873544
/,W,0.17096505823627287
7,Y,0.17088186356073212
.,+,0.17029950083194675
8,q,0.17004991680532447
4,2,0.17004991680532447
é,á,0.16988352745424293
I,9,0.16971713810316139
ó, ,0.16963394342762064
a,ó,0.16955074875207987
z,9,0.16955074875207987
n,ó,0.16955074875207987
e,ó,0.1694675540765391
i,ó,0.1694675540765391
",",ó,0.1694675540765391
t,ó,0.16938435940099833
l,ó,0.16930116472545756
ó,r,0.16930116472545756
o,ó,0.16930116472545756
u,ó,0.16921797004991682
s,ó,0.16913477537437605
h,ó,0.16888519134775373
I,/,0.16888519134775373
c,ó,0.16871880199667222
m,ó,0.16871880199667222
d,ó,0.16863560732113145
M,ó,0.16863560732113145
L,ó,0.1684692179700499
+,Y,0.16838602329450916
g,ó,0.16838602329450916
S,ó,0.16821963394342762
P,ó,0.16821963394342762
/,V,0.16821963394342762
C,ó,0.16797004991680534
B,ó,0.16788685524126457
D,ó,0.1678036605657238
y,ó,0.1678036605657238
R,ó,0.16772046589018302
b,ó,0.1675540765391015
ó,T,0.16747088186356074
p,ó,0.16747088186356074
A,ó,0.1673044925124792
v,ó,0.16722129783693843
),",",0.16672212978369386
a,),0.16672212978369386
),r,0.16672212978369386
),e,0.16672212978369386
), ,0.16672212978369386
),n,0.16672212978369386
k,ó,0.16663893510815309
u,),0.16663893510815309
),t,0.16663893510815309
),o,0.16663893510815309
s,),0.16663893510815309
i,),0.16663893510815309
E,ó,0.16655574043261231
J,ó,0.16655574043261231
),l,0.16655574043261231
c,),0.16647254575707154
),d,0.16630615640599003
V,9,0.16630615640599003
x,/,0.16622296173044926
),h,0.16622296173044926
M,),0.16622296173044926
),y,0.1661397670549085
C,),0.16597337770382695
g,),0.16597337770382695
m,),0.16597337770382695
),D,0.16597337770382695
S,),0.16597337770382695
),A,0.1658901830282862
G,ó,0.16580698835274543
F,ó,0.16580698835274543
X,3,0.16580698835274543
/,&,0.16580698835274543
),T,0.16580698835274543
f,ó,0.1656405990016639
),B,0.1656405990016639
(,",",0.16555740432612312
),k,0.16555740432612312
a,(,0.16555740432612312
n,(,0.16555740432612312
(, ,0.16555740432612312
(,e,0.16555740432612312
(,r,0.16555740432612312
(,o,0.16547420965058235
u,(,0.16547420965058235
),L,0.16547420965058235
t,(,0.16547420965058235
i,(,0.1653910149750416
(,l,0.1653910149750416
s,(,0.1653910149750416
),P,0.16522462562396006
c,(,0.16522462562396006
),R,0.16522462562396006
),p,0.1651414309484193
(,d,0.16505823627287852
(,h,0.16505823627287852
M,(,0.16497504159733778
),b,0.164891846921797
),G,0.164891846921797
y,(,0.164891846921797
J,),0.16480865224625624
m,(,0.16480865224625624
),(,0.16472545757071547
C,(,0.16472545757071547
(,D,0.16472545757071547
),v,0.16472545757071547
g,(,0.16472545757071547
S,(,0.16472545757071547
H,ó,0.1646422628951747
-,7,0.1646422628951747
(,T,0.1646422628951747
A,(,0.1646422628951747
(,L,0.16455906821963395
z,ó,0.16455906821963395
f,),0.16447587354409318
B,(,0.1643926788685524
Q,4,0.1643926788685524
k,(,0.1643926788685524
x,9,0.16430948419301164
),E,0.16430948419301164
),F,0.16414309484193013
(,p,0.16405990016638936
q,4,0.16405990016638936
-,á,0.16397670549084858
R,(,0.16397670549084858
(,P,0.16397670549084858
N,ó,0.1638935108153078
&,9,0.1637271214642263
J,(,0.16364392678868553
b,(,0.16364392678868553
(,G,0.16364392678868553
),K,0.163477537437604
(,v,0.163477537437604
f,(,0.163477537437604
H,),0.1632279534109817
(,E,0.1632279534109817
O,ó,0.16306156405990016
K,ó,0.1629783693843594
(,F,0.1629783693843594
),w,0.1627287853577371
),z,0.16256239600665556
(,K,0.16256239600665556
),O,0.16256239600665556
N,),0.16247920133111482
I,ó,0.16247920133111482
.,/,0.16247920133111482
Z,á,0.16247920133111482
H,(,0.162063227953411
.,9,0.162063227953411
j,7,0.162063227953411
),W,0.16164725457570717
z,(,0.1615640599001664
Z,7,0.1615640599001664
(,w,0.16148086522462562
N,(,0.16139767054908485
(,O,0.16123128119800334
w,ó,0.1608153078202995
I,),0.16064891846921797
(,W,0.16048252911813643
V,ó,0.16023294509151415
1,4,0.1600665557404326
U,7,0.15981697171381032
Y,9,0.15981697171381032
I,(,0.15973377703826955
W,ó,0.15931780366056572
/,Y,0.1589018302828619
+,-,0.15881863560732112
),&,0.1586522462562396
),V,0.15856905158069884
5,4,0.15831946755407653
U,á,0.15798668885191347
é,4,0.1579034941763727
j,+,0.15773710482529119
&,(,0.15748752079866887
V,(,0.15748752079866887
!,8,0.15732113144758736
7,',0.1572379367720466
Z,+,0.1572379367720466
x,),0.1564891846921797
/,-,0.15615640599001665
x,ó,0.15557404326123128
.,),0.1554908485856905
&,ó,0.155324459234609
x,(,0.155324459234609
j,/,0.15524126455906823
3,0,0.1549916805324459
ö,Q,0.1548252911813644
.,(,0.15474209650582363
-,9,0.15465890183028286
$, ,0.15465890183028286
$,o,0.1545757071547421
$,e,0.15449251247920134
$,r,0.15440931780366057
$,",",0.15440931780366057
a,$,0.15440931780366057
$,n,0.1543261231281198
y,$,0.1543261231281198
$,h,0.15424292845257903
$,d,0.15424292845257903
c,$,0.15415973377703826
i,$,0.15415973377703826
$,l,0.15407653910149752
s,$,0.15399334442595675
u,$,0.15399334442595675
B,$,0.15374376039933443
$,k,0.15374376039933443
t,$,0.15374376039933443
S,$,0.15357737104825292
$,A,0.15357737104825292
m,$,0.15349417637271215
$,R,0.15349417637271215
M,$,0.15349417637271215
C,$,0.15341098169717138
g,$,0.15341098169717138
$,P,0.1533277870216306
$,T,0.15324459234608986
$,K,0.1531613976705491
$,L,0.15307820299500832
$,D,0.15299500831946755
J,$,0.15274542429284527
',á,0.1526622296173045
$,G,0.1526622296173045
$,p,0.15174708818635607
!,0,0.15174708818635607
Z,/,0.15174708818635607
$,b,0.15141430948419302
U,+,0.15133111480865225
ó,Y,0.15133111480865225
),Y,0.15108153078202996
$,F,0.15108153078202996
$,w,0.1509983361064892
$,v,0.15091514143094842
f,$,0.15083194675540765
$,E,0.15083194675540765
j,ó,0.15066555740432613
$,W,0.15016638935108154
N,$,0.15008319467554077
(,Y,0.15008319467554077
z,$,0.15
U,9,0.1497504159733777
I,$,0.14958402662229617
U,/,0.14958402662229617
j,9,0.14933444259567388
$,O,0.14933444259567388
H,$,0.14933444259567388
.,ó,0.14908485856905157
é,ö,0.148585690515807
Z,9,0.148585690515807
/,',0.14825291181364392
X,0,0.14775374376039935
),-,0.14683860232945092
q,á,0.14625623960066556
+,',0.14617304492512478
(,-,0.146089850249584
.,$,0.146089850249584
j,),0.14517470881863562
',9,0.14459234608985025
j,(,0.1444259567387687
ö,q,0.14400998336106488
$,&,0.14400998336106488
x,$,0.1435108153078203
$,Y,0.14334442595673877
U,),0.14309484193011648
8,X,0.1427620632279534
U,(,0.14193011647254575
1,7,0.14126455906821964
Z,),0.1410981697171381
$,V,0.14093178036605658
Z,(,0.1403494176372712
Z,ó,0.14018302828618967
5,7,0.13993344425956739
-,ó,0.13976705490848584
!,4,0.13860232945091513
Q,á,0.1376871880199667
),',0.13668885191347754
ö,2,0.136522462562396
$,-,0.13594009983361066
(,',0.13594009983361066
U,ó,0.13569051580698835
j,$,0.1353577371048253
0,4,0.13494176372712147
3,4,0.1348585690515807
1,9,0.13427620632279533
Z,$,0.13427620632279533
é,+,0.13277870216306156
é,ó,0.13261231281198002
é,7,0.1321963394342762
Q,7,0.13211314475873545
5,9,0.13202995008319468
q,7,0.1314475873544093
é,/,0.1312811980033278
/,Q,0.13119800332778703
/,q,0.13111480865224626
7,2,0.13086522462562397
ö,5,0.1302828618968386
6,e,0.13011647254575706
6, ,0.13011647254575706
6,n,0.13011647254575706
a,6,0.13011647254575706
6,o,0.13011647254575706
6,u,0.13011647254575706
6,",",0.13011647254575706
6,i,0.13011647254575706
s,6,0.13011647254575706
6,l,0.13011647254575706
6,t,0.13003327787021632
6,r,0.13003327787021632
c,6,0.12995008319467555
6,h,0.12995008319467555
6,B,0.12995008319467555
6,g,0.12986688851913478
6,T,0.12986688851913478
6,d,0.12986688851913478
6,M,0.129783693843594
U,$,0.129783693843594
6,y,0.129783693843594
6,k,0.12970049916805323
m,6,0.12970049916805323
6,D,0.12970049916805323
S,6,0.12970049916805323
6,A,0.1296173044925125
6,P,0.12953410981697172
6,p,0.12953410981697172
6,R,0.12953410981697172
6,b,0.12953410981697172
6,J,0.12945091514143095
C,6,0.12936772046589018
6,v,0.12936772046589018
6,L,0.12936772046589018
6,E,0.1292845257903494
',ó,0.12920133111480867
6,G,0.12903494176372712
6,f,0.12895174708818635
6,F,0.12886855241264558
6,H,0.12870216306156407
6,K,0.12870216306156407
N,6,0.12853577371048253
6,w,0.12820299500831947
6,O,0.12820299500831947
6,W,0.1281198003327787
X,4,0.12795341098169716
6,z,0.12770382695507487
8,0,0.12753743760399333
I,6,0.12637271214642262
+,5,0.12562396006655574
q,ó,0.12554076539101497
6,V,0.1252079866888519
6,x,0.12512479201331114
6,&,0.12454242928452579
+,Q,0.12454242928452579
2,9,0.12396006655574043
6,.,0.12362728785357738
!,ö,0.12346089850249584
Q,9,0.12329450915141431
),q,0.12287853577371048
8,4,0.12279534109816971
),Q,0.12229617304492513
q,9,0.12204658901830283
q,(,0.12196339434276206
+,q,0.12179700499168053
(,Q,0.12146422628951747
+,2,0.12121464226289518
$,',0.12071547420965058
6,Y,0.12071547420965058
é,9,0.120216306156406
!,7,0.11938435940099834
),é,0.11905158069883527
6,-,0.11896838602329451
é,(,0.11863560732113144
Q,ó,0.11813643926788686
á,2,0.11788685524126456
6,U,0.11788685524126456
j,6,0.11747088186356074
5,á,0.11722129783693844
/,2,0.11713810316139767
ö,X,0.11605657237936771
6,',0.11522462562396006
),2,0.11522462562396006
6,Z,0.11505823627287853
(,2,0.11480865224625623
$,5,0.11455906821963395
1,ö,0.11405990016638935
ö,3,0.11331114808652246
í, ,0.1127287853577371
í,l,0.1127287853577371
í,o,0.11264559068219634
a,í,0.11264559068219634
í,r,0.11264559068219634
í,",",0.11256239600665557
i,í,0.11256239600665557
n,í,0.1124792013311148
t,í,0.1124792013311148
í,e,0.1124792013311148
!,+,0.11239600665557405
3,7,0.11231281198003328
u,í,0.11231281198003328
s,í,0.11222961730449252
S,í,0.11206322795341098
c,í,0.11198003327787022
í,d,0.11198003327787022
M,í,0.11198003327787022
m,í,0.11173044925124792
g,í,0.11173044925124792
A,í,0.11148086522462562
í,h,0.11148086522462562
R,í,0.11148086522462562
C,í,0.11139767054908487
í,L,0.11139767054908487
é,$,0.11123128119800332
B,í,0.11123128119800332
í,D,0.11114808652246257
y,í,0.11114808652246257
í,P,0.11114808652246257
b,í,0.1110648918469218
í,v,0.11039933444259567
í,p,0.11031613976705491
J,í,0.11023294509151414
!,á,0.11023294509151414
í,E,0.11023294509151414
í,T,0.11014975041597337
+,3,0.10998336106489184
X,7,0.10965058236272879
k,í,0.10956738768718802
í,G,0.10948419301164726
z,í,0.10940099833610649
!,9,0.10931780366056572
/,5,0.10906821963394343
í,F,0.10881863560732113
),5,0.10881863560732113
1,+,0.1086522462562396
5,(,0.10840266222961731
N,í,0.10765391014975041
$,q,0.10748752079866888
$,2,0.10740432612312811
f,í,0.10732113144758736
V,í,0.10715474209650583
$,Q,0.10707154742096506
1,á,0.10690515806988353
í,K,0.10682196339434276
í,O,0.1064891846921797
H,í,0.10640599001663893
3,9,0.10565723793677205
I,í,0.10540765391014975
3,á,0.10499168053244592
7,9,0.1045757071547421
í,w,0.1038269550748752
X,9,0.10366056572379367
8,7,0.10307820299500832
í,W,0.10266222961730449
x,í,0.10199667221297837
8,+,0.10149750415973377
5,ó,0.10116472545757071
ó,2,0.10108153078202994
X,á,0.10074875207986689
6,2,0.10058236272878536
&,í,0.10049916805324459
+,X,0.10033277870216306
1,),0.10024958402662229
1,(,0.10008319467554076
